"code","title","country"
"337126","Household Furniture (except Wood and Upholstered) Manufacturing","CAN"
"337127","Institutional Furniture Manufacturing","all"
"337129","Wood Television, Radio, and Sewing Machine Cabinet Manufacturing","US"
"3372","Office Furniture (including Fixtures) Manufacturing","all"
"33721","Office Furniture (including Fixtures) Manufacturing","all"
"337211","Wood Office Furniture Manufacturing","US"
"337212","Custom Architectural Woodwork and Millwork Manufacturing","US"
"337213","Wood Office Furniture, including Custom Architectural Woodwork, Manufacturing","CAN"
"337214","Office Furniture (except Wood) Manufacturing","all"
"337215","Showcase, Partition, Shelving and Locker Manufacturing","all"
"3379","Other Furniture-Related Product Manufacturing","all"
"33791","Mattress Manufacturing","all"
"337910","Mattress Manufacturing","all"
"33792","Blind and Shade Manufacturing","all"
"337920","Blind and Shade Manufacturing","all"
"339","Miscellaneous Manufacturing","all"
"3391","Medical Equipment and Supplies Manufacturing","all"
"33911","Medical Equipment and Supplies Manufacturing","all"
"339110","Medical Equipment and Supplies Manufacturing","CAN"
"339111","Laboratory Apparatus and Furniture Manufacturing","US"
"339112","Surgical and Medical Instrument Manufacturing","US"
"339113","Surgical Appliance and Supplies Manufacturing","US"
"339114","Dental Equipment and Supplies Manufacturing","US"
"339115","Ophthalmic Goods Manufacturing","US"
"339116","Dental Laboratories","US"
"3399","Other Miscellaneous Manufacturing","all"
"33991","Jewellery and Silverware Manufacturing","all"
"339910","Jewellery and Silverware Manufacturing","CAN"
"339911","Jewelry (except Costume) Manufacturing","US"
"339912","Silverware and Hollowware Manufacturing","US"
"339913","Jewelers' Material and Lapidary Work Manufacturing","US"
"339914","Costume Jewelry and Novelty Manufacturing","US"
"33992","Sporting and Athletic Goods Manufacturing","all"
"339920","Sporting and Athletic Goods Manufacturing","all"
"33993","Doll, Toy and Game Manufacturing","all"
"339930","Doll, Toy and Game Manufacturing","CAN"
"339931","Doll and Stuffed Toy Manufacturing","US"
"339932","Game, Toy, and Children's Vehicle Manufacturing","US"
"33994","Office Supplies (except Paper) Manufacturing","all"
"339940","Office Supplies (except Paper) Manufacturing","CAN"
"339941","Pen and Mechanical Pencil Manufacturing","US"
"339942","Lead Pencil and Art Good Manufacturing","US"
"339943","Marking Device Manufacturing","US"
"339944","Carbon Paper and Inked Ribbon Manufacturing","US"
"33995","Sign Manufacturing","all"
"339950","Sign Manufacturing","all"
"33999","All Other Miscellaneous Manufacturing","all"
"339990","All Other Miscellaneous Manufacturing","CAN"
"339991","Gasket, Packing, and Sealing Device Manufacturing","US"
"339992","Musical Instrument Manufacturing","US"
"339993","Fastener, Button, Needle, and Pin Manufacturing","US"
"339994","Broom, Brush, and Mop Manufacturing","US"
"339995","Burial Casket Manufacturing","US"
"339999","All Other Miscellaneous Manufacturing","US"
"41","Wholesale Trade","CAN"
"411","Farm Product Wholesaler-Distributors","CAN"
"4111","Farm Product Wholesaler-Distributors","CAN"
"41111","Live Animal Wholesaler-Distributors","CAN"
"411110","Live Animal Wholesaler-Distributors","CAN"
"41112","Oilseed and Grain Wholesaler-Distributors","CAN"
"411120","Oilseed and Grain Wholesaler-Distributors","CAN"
"41113","Nursery Stock and Plant Wholesaler-Distributors","CAN"
"411130","Nursery Stock and Plant Wholesaler-Distributors","CAN"
"41119","Other Farm Product Wholesaler-Distributors","CAN"
"411190","Other Farm Product Wholesaler-Distributors","CAN"
"412","Petroleum Product Wholesaler-Distributors","CAN"
"4121","Petroleum Product Wholesaler-Distributors","CAN"
"41211","Petroleum Product Wholesaler-Distributors","CAN"
"412110","Petroleum Product Wholesaler-Distributors","CAN"
"413","Food, Beverage and Tobacco Wholesaler-Distributors","CAN"
"4131","Food Wholesaler-Distributors","CAN"
"41311","General-Line Food Wholesaler-Distributors","CAN"
"413110","General-Line Food Wholesaler-Distributors","CAN"
"41312","Dairy and Milk Products Wholesaler-Distributors","CAN"
"413120","Dairy and Milk Products Wholesaler-Distributors","CAN"
"41313","Poultry and Egg Wholesaler-Distributors","CAN"
"413130","Poultry and Egg Wholesaler-Distributors","CAN"
"41314","Fish and Seafood Product Wholesaler-Distributors","CAN"
"413140","Fish and Seafood Product Wholesaler-Distributors","CAN"
"41315","Fresh Fruit and Vegetable Wholesaler-Distributors","CAN"
"413150","Fresh Fruit and Vegetable Wholesaler-Distributors","CAN"
"41316","Red Meat and Meat Product Wholesaler-Distributors","CAN"
"413160","Red Meat and Meat Product Wholesaler-Distributors","CAN"
"41319","Other Specialty-Line Food Wholesaler-Distributors","CAN"
"413190","Other Specialty-Line Food Wholesaler-Distributors","CAN"
"4132","Beverage Wholesaler-Distributors","CAN"
"41321","Non-Alcoholic Beverage Wholesaler-Distributors","CAN"
"413210","Non-Alcoholic Beverage Wholesaler-Distributors","CAN"
"41322","Alcoholic Beverage Wholesaler-Distributors","CAN"
"413220","Alcoholic Beverage Wholesaler-Distributors","CAN"
"4133","Cigarette and Tobacco Product Wholesaler-Distributors","CAN"
"41331","Cigarette and Tobacco Product Wholesaler-Distributors","CAN"
"413310","Cigarette and Tobacco Product Wholesaler-Distributors","CAN"
"414","Personal and Household Goods Wholesaler-Distributors","CAN"
"4141","Textile, Clothing and Footwear Wholesaler-Distributors","CAN"
"41411","Clothing and Clothing Accessories Wholesaler-Distributors","CAN"
"414110","Clothing and Clothing Accessories Wholesaler-Distributors","CAN"
"41412","Footwear Wholesaler-Distributors","CAN"
"414120","Footwear Wholesaler-Distributors","CAN"
"41413","Piece Goods, Notions and Other Dry Goods Wholesaler-Distributors","CAN"
"414130","Piece Goods, Notions and Other Dry Goods Wholesaler-Distributors","CAN"
"4142","Home Entertainment Equipment and Household Appliance Wholesaler-Distributors","CAN"
"41421","Home Entertainment Equipment Wholesaler-Distributors","CAN"
"414210","Home Entertainment Equipment Wholesaler-Distributors","CAN"
"41422","Household Appliance Wholesaler-Distributors","CAN"
"414220","Household Appliance Wholesaler-Distributors","CAN"
"4143","Home Furnishings Wholesaler-Distributors","CAN"
"41431","China, Glassware, Crockery and Pottery Wholesaler-Distributors","CAN"
"414310","China, Glassware, Crockery and Pottery Wholesaler-Distributors","CAN"
"41432","Floor Covering Wholesaler-Distributors","CAN"
"414320","Floor Covering Wholesaler-Distributors","CAN"
"41433","Linen, Drapery and Other Textile Furnishings Wholesaler-Distributors","CAN"
"414330","Linen, Drapery and Other Textile Furnishings Wholesaler-Distributors","CAN"
"41439","Other Home Furnishings Wholesaler-Distributors","CAN"
"414390","Other Home Furnishings Wholesaler-Distributors","CAN"
"4144","Personal Goods Wholesaler-Distributors","CAN"
"41441","Jewellery and Watch Wholesaler-Distributors","CAN"
"414410","Jewellery and Watch Wholesaler-Distributors","CAN"
"41442","Book, Periodical and Newspaper Wholesaler-Distributors","CAN"
"414420","Book, Periodical and Newspaper Wholesaler-Distributors","CAN"
"41443","Photographic Equipment and Supplies Wholesaler-Distributors","CAN"
"414430","Photographic Equipment and Supplies Wholesaler-Distributors","CAN"
"41444","Sound Recording Wholesalers","CAN"
"414440","Sound Recording Wholesalers","CAN"
"41445","Video Cassette Wholesalers","CAN"
"414450","Video Cassette Wholesalers","CAN"
"41446","Toy and Hobby Goods Wholesaler-Distributors","CAN"
"414460","Toy and Hobby Goods Wholesaler-Distributors","CAN"
"41447","Amusement and Sporting Goods Wholesaler-Distributors","CAN"
"414470","Amusement and Sporting Goods Wholesaler-Distributors","CAN"
"4145","Pharmaceuticals, Toiletries, Cosmetics and Sundries Wholesaler-Distributors","CAN"
"41451","Pharmaceuticals and Pharmacy Supplies Wholesaler-Distributors","CAN"
"414510","Pharmaceuticals and Pharmacy Supplies Wholesaler-Distributors","CAN"
"41452","Toiletries, Cosmetics and Sundries Wholesaler-Distributors","CAN"
"414520","Toiletries, Cosmetics and Sundries Wholesaler-Distributors","CAN"
"415","Motor Vehicle and Parts Wholesaler-Distributors","CAN"
"4151","Motor Vehicle Wholesaler-Distributors","CAN"
"41511","New and Used Automobile and Light-Duty Truck Wholesaler-Distributors","CAN"
"415110","New and Used Automobile and Light-Duty Truck Wholesaler-Distributors","CAN"
"41512","Truck, Truck Tractor and Bus Wholesaler-Distributors","CAN"
"415120","Truck, Truck Tractor and Bus Wholesaler-Distributors","CAN"
"41519","Recreational and Other Motor Vehicles Wholesaler-Distributors","CAN"
"415190","Recreational and Other Motor Vehicles Wholesaler-Distributors","CAN"
"4152","New Motor Vehicle Parts and Accessories Wholesaler-Distributors","CAN"
"41521","Tire Wholesaler-Distributors","CAN"
"415210","Tire Wholesaler-Distributors","CAN"
"41529","Other New Motor Vehicle Parts and Accessories Wholesaler-Distributors","CAN"
"415290","Other New Motor Vehicle Parts and Accessories Wholesaler-Distributors","CAN"
"4153","Used Motor Vehicle Parts and Accessories Wholesaler-Distributors","CAN"
"41531","Used Motor Vehicle Parts and Accessories Wholesaler-Distributors","CAN"
"415310","Used Motor Vehicle Parts and Accessories Wholesaler-Distributors","CAN"
"416","Building Material and Supplies Wholesaler-Distributors","CAN"
"4161","Electrical, Plumbing, Heating and Air-Conditioning Equipment and Supplies Wholesaler-Distributors","CAN"
"41611","Electrical Wiring and Construction Supplies Wholesaler-Distributors","CAN"
"416110","Electrical Wiring and Construction Supplies Wholesaler-Distributors","CAN"
"41612","Plumbing, Heating and Air-Conditioning Equipment and Supplies Wholesaler-Distributors","CAN"
"416120","Plumbing, Heating and Air-Conditioning Equipment and Supplies Wholesaler-Distributors","CAN"
"4162","Metal Service Centres","CAN"
"41621","Metal Service Centres","CAN"
"416210","Metal Service Centres","CAN"
"4163","Lumber, Millwork, Hardware and Other Building Supplies Wholesaler-Distributors","CAN"
"41631","General-Line Building Supplies Wholesaler-Distributors","CAN"
"416310","General-Line Building Supplies Wholesaler-Distributors","CAN"
"41632","Lumber, Plywood and Millwork Wholesaler-Distributors","CAN"
"416320","Lumber, Plywood and Millwork Wholesaler-Distributors","CAN"
"41633","Hardware Wholesaler-Distributors","CAN"
"416330","Hardware Wholesaler-Distributors","CAN"
"41634","Paint, Glass and Wallpaper Wholesaler-Distributors","CAN"
"416340","Paint, Glass and Wallpaper Wholesaler-Distributors","CAN"
"41639","Other Specialty-Line Building Supplies Wholesaler-Distributors","CAN"
"416390","Other Specialty-Line Building Supplies Wholesaler-Distributors","CAN"
"417","Machinery, Equipment and Supplies Wholesaler-Distributors","CAN"
"4171","Farm, Lawn and Garden Machinery and Equipment Wholesaler-Distributors","CAN"
"41711","Farm, Lawn and Garden Machinery and Equipment Wholesaler-Distributors","CAN"
"417110","Farm, Lawn and Garden Machinery and Equipment Wholesaler-Distributors","CAN"
"4172","Construction, Forestry, Mining, and Industrial Machinery, Equipment and Supplies Wholesaler-Distributors","CAN"
"41721","Construction and Forestry Machinery, Equipment and Supplies Wholesaler-Distributors","CAN"
"417210","Construction and Forestry Machinery, Equipment and Supplies Wholesaler-Distributors","CAN"
"41722","Mining and Oil and Gas Well Machinery, Equipment and Supplies Wholesaler-Distributors","CAN"
"417220","Mining and Oil and Gas Well Machinery, Equipment and Supplies Wholesaler-Distributors","CAN"
"41723","Industrial Machinery, Equipment and Supplies Wholesaler-Distributors","CAN"
"417230","Industrial Machinery, Equipment and Supplies Wholesaler-Distributors","CAN"
"4173","Computer and Communications Equipment and Supplies Wholesaler-Distributors","CAN"
"41731","Computer, Computer Peripheral and Pre-Packaged Software Wholesaler-Distributors","CAN"
"417310","Computer, Computer Peripheral and Pre-Packaged Software Wholesaler-Distributors","CAN"
"41732","Electronic Components, Navigational and Communications Equipment and Supplies Wholesaler-Distributors","CAN"
"417320","Electronic Components, Navigational and Communications Equipment and Supplies Wholesaler-Distributors","CAN"
"4179","Other Machinery, Equipment and Supplies Wholesaler-Distributors","CAN"
"41791","Office and Store Machinery and Equipment Wholesaler-Distributors","CAN"
"417910","Office and Store Machinery and Equipment Wholesaler-Distributors","CAN"
"41792","Service Establishment Machinery, Equipment and Supplies Wholesaler-Distributors","CAN"
"417920","Service Establishment Machinery, Equipment and Supplies Wholesaler-Distributors","CAN"
"41793","Professional Machinery, Equipment and Supplies Wholesaler-Distributors","CAN"
"417930","Professional Machinery, Equipment and Supplies Wholesaler-Distributors","CAN"
"41799","All Other Machinery, Equipment and Supplies Wholesaler-Distributors","CAN"
"417990","All Other Machinery, Equipment and Supplies Wholesaler-Distributors","CAN"
"418","Miscellaneous Wholesaler-Distributors","CAN"
"4181","Recyclable Material Wholesaler-Distributors","CAN"
"41811","Recyclable Metal Wholesaler-Distributors","CAN"
"418110","Recyclable Metal Wholesaler-Distributors","CAN"
"41812","Recyclable Paper and Paperboard Wholesaler-Distributors","CAN"
"418120","Recyclable Paper and Paperboard Wholesaler-Distributors","CAN"
"41819","Other Recyclable Material Wholesaler-Distributors","CAN"
"418190","Other Recyclable Material Wholesaler-Distributors","CAN"
"4182","Paper, Paper Product and Disposable Plastic Product Wholesaler-Distributors","CAN"
"41821","Stationery and Office Supplies Wholesaler-Distributors","CAN"
"418210","Stationery and Office Supplies Wholesaler-Distributors","CAN"
"41822","Other Paper and Disposable Plastic Product Wholesaler-Distributors","CAN"
"418220","Other Paper and Disposable Plastic Product Wholesaler-Distributors","CAN"
"4183","Agricultural Supplies Wholesaler-Distributors","CAN"
"41831","Agricultural Feed Wholesaler-Distributors","CAN"
"418310","Agricultural Feed Wholesaler-Distributors","CAN"
"41832","Seed Wholesaler-Distributors","CAN"
"418320","Seed Wholesaler-Distributors","CAN"
"41839","Agricultural Chemical and Other Farm Supplies Wholesaler-Distributors","CAN"
"418390","Agricultural Chemical and Other Farm Supplies Wholesaler-Distributors","CAN"
"4184","Chemical (except Agricultural) and Allied Product Wholesaler-Distributors","CAN"
"41841","Chemical (except Agricultural) and Allied Product Wholesaler-Distributors","CAN"
"418410","Chemical (except Agricultural) and Allied Product Wholesaler-Distributors","CAN"
"4189","Other Miscellaneous Wholesaler-Distributors","CAN"
"41891","Log and Wood Chip Wholesaler-Distributors","CAN"
"418910","Log and Wood Chip Wholesaler-Distributors","CAN"
"41892","Mineral, Ore and Precious Metal Wholesaler-Distributors","CAN"
"418920","Mineral, Ore and Precious Metal Wholesaler-Distributors","CAN"
"41893","Second-Hand Goods (except Machinery and Automotive) Wholesaler-Distributors","CAN"
"418930","Second-Hand Goods (except Machinery and Automotive) Wholesaler-Distributors","CAN"
"41899","All Other Wholesaler-Distributors","CAN"
"418990","All Other Wholesaler-Distributors","CAN"
"419","Wholesale Agents and Brokers","CAN"
"4191","Wholesale Agents and Brokers","CAN"
"41911","Farm Product Agents and Brokers","CAN"
"419110","Farm Product Agents and Brokers","CAN"
"41912","Petroleum Product Agents and Brokers","CAN"
"419120","Petroleum Product Agents and Brokers","CAN"
"41913","Food, Beverage and Tobacco Agents and Brokers","CAN"
"419130","Food, Beverage and Tobacco Agents and Brokers","CAN"
"41914","Personal and Household Goods Agents and Brokers","CAN"
"419140","Personal and Household Goods Agents and Brokers","CAN"
"41915","Motor Vehicle and Parts Agents and Brokers","CAN"
"419150","Motor Vehicle and Parts Agents and Brokers","CAN"
"41916","Building Material and Supplies Agents and Brokers","CAN"
"419160","Building Material and Supplies Agents and Brokers","CAN"
"41917","Machinery, Equipment and Supplies Agents and Brokers","CAN"
"419170","Machinery, Equipment and Supplies Agents and Brokers","CAN"
"41919","Other Wholesale Agents and Brokers","CAN"
"419190","Other Wholesale Agents and Brokers","CAN"
"42","Wholesale Trade","US"
"423","Merchant Wholesalers, Durable Goods","US"
"4231","Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers","US"
"42311","Automobile and Other Motor Vehicle Merchant Wholesalers","US"
"423110","Automobile and Other Motor Vehicle Merchant Wholesalers","US"
"42312","Motor Vehicle Supplies and New Parts Merchant Wholesalers","US"
"423120","Motor Vehicle Supplies and New Parts Merchant Wholesalers","US"
"42313","Tire and Tube Merchant Wholesalers","US"
"423130","Tire and Tube Merchant Wholesalers","US"
"42314","Motor Vehicle Parts (Used) Merchant Wholesalers","US"
"423140","Motor Vehicle Parts (Used) Merchant Wholesalers","US"
"4232","Furniture and Home Furnishing Merchant Wholesalers","US"
"42321","Furniture Merchant Wholesalers","US"
"423210","Furniture Merchant Wholesalers","US"
"42322","Home Furnishing Merchant Wholesalers","US"
"423220","Home Furnishing Merchant Wholesalers","US"
"4233","Lumber and Other Construction Materials Merchant Wholesalers","US"
"42331","Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers","US"
"423310","Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers","US"
"42332","Brick, Stone, and Related Construction Material Merchant Wholesalers","US"
"423320","Brick, Stone, and Related Construction Material Merchant Wholesalers","US"
"42333","Roofing, Siding, and Insulation Material Merchant Wholesalers","US"
"423330","Roofing, Siding, and Insulation Material Merchant Wholesalers","US"
"42339","Other Construction Material Merchant Wholesalers","US"
"423390","Other Construction Material Merchant Wholesalers","US"
"4234","Professional and Commercial Equipment and Supplies Merchant Wholesalers","US"
"42341","Photographic Equipment and Supplies Merchant Wholesalers","US"
"423410","Photographic Equipment and Supplies Merchant Wholesalers","US"
"42342","Office Equipment Merchant Wholesalers","US"
"423420","Office Equipment Merchant Wholesalers","US"
"42343","Computer and Computer Peripheral Equipment and Software Merchant Wholesalers","US"
"423430","Computer and Computer Peripheral Equipment and Software Merchant Wholesalers","US"
"42344","Other Commercial Equipment Merchant Wholesalers","US"
"423440","Other Commercial Equipment Merchant Wholesalers","US"
"42345","Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers","US"
"423450","Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers","US"
"42346","Ophthalmic Goods Merchant Wholesalers","US"
"423460","Ophthalmic Goods Merchant Wholesalers","US"
"42349","Other Professional Equipment and Supplies Merchant Wholesalers","US"
"423490","Other Professional Equipment and Supplies Merchant Wholesalers","US"
"4235","Metal and Mineral (except Petroleum) Merchant Wholesalers","US"
"42351","Metal Service Centers and Other Metal Merchant Wholesalers","US"
"423510","Metal Service Centers and Other Metal Merchant Wholesalers","US"
"42352","Coal and Other Mineral and Ore Merchant Wholesalers","US"
"423520","Coal and Other Mineral and Ore Merchant Wholesalers","US"
"4236","Electrical and Electronic Goods Merchant Wholesalers","US"
"42361","Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers","US"
"423610","Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers","US"
"42362","Electrical and Electronic Appliance, Television, and Radio Set Merchant Wholesalers","US"
"423620","Electrical and Electronic Appliance, Television, and Radio Set Merchant Wholesalers","US"
"42369","Other Electronic Parts and Equipment Merchant Wholesalers","US"
"423690","Other Electronic Parts and Equipment Merchant Wholesalers","US"
"4237","Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers","US"
"42371","Hardware Merchant Wholesalers","US"
"423710","Hardware Merchant Wholesalers","US"
"42372","Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers","US"
"423720","Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers","US"
"42373","Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers","US"
"423730","Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers","US"
"42374","Refrigeration Equipment and Supplies Merchant Wholesalers","US"
"423740","Refrigeration Equipment and Supplies Merchant Wholesalers","US"
"4238","Machinery, Equipment, and Supplies Merchant Wholesalers","US"
"42381","Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers","US"
"423810","Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers","US"
"42382","Farm and Garden Machinery and Equipment Merchant Wholesalers","US"
"423820","Farm and Garden Machinery and Equipment Merchant Wholesalers","US"
"42383","Industrial Machinery and Equipment Merchant Wholesalers","US"
"423830","Industrial Machinery and Equipment Merchant Wholesalers","US"
"42384","Industrial Supplies Merchant Wholesalers","US"
"423840","Industrial Supplies Merchant Wholesalers","US"
"42385","Service Establishment Equipment and Supplies Merchant Wholesalers","US"
"423850","Service Establishment Equipment and Supplies Merchant Wholesalers","US"
"42386","Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers","US"
"423860","Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers","US"
"4239","Miscellaneous Durable Goods Merchant Wholesalers","US"
"42391","Sporting and Recreational Goods and Supplies Merchant Wholesalers","US"
"423910","Sporting and Recreational Goods and Supplies Merchant Wholesalers","US"
"42392","Toy and Hobby Goods and Supplies Merchant Wholesalers","US"
"423920","Toy and Hobby Goods and Supplies Merchant Wholesalers","US"
"42393","Recyclable Material Merchant Wholesalers","US"
"423930","Recyclable Material Merchant Wholesalers","US"
"42394","Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers","US"
"423940","Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers","US"
"42399","Other Miscellaneous Durable Goods Merchant Wholesalers","US"
"423990","Other Miscellaneous Durable Goods Merchant Wholesalers","US"
"424","Merchant Wholesalers, Nondurable Goods","US"
"4241","Paper and Paper Product Merchant Wholesalers","US"
"42411","Printing and Writing Paper Merchant Wholesalers","US"
"424110","Printing and Writing Paper Merchant Wholesalers","US"
"42412","Stationery and Office Supplies Merchant Wholesalers","US"
"424120","Stationery and Office Supplies Merchant Wholesalers","US"
"42413","Industrial and Personal Service Paper Merchant Wholesalers","US"
"424130","Industrial and Personal Service Paper Merchant Wholesalers","US"
"4242","Drugs and Druggists' Sundries Merchant Wholesalers","US"
"42421","Drugs and Druggists' Sundries Merchant Wholesalers","US"
"424210","Drugs and Druggists' Sundries Merchant Wholesalers","US"
"4243","Apparel, Piece Goods, and Notions Merchant Wholesalers","US"
"42431","Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers","US"
"424310","Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers","US"
"42432","Men's and Boys' Clothing and Furnishings Merchant Wholesalers","US"
"424320","Men's and Boys' Clothing and Furnishings Merchant Wholesalers","US"
"42433","Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers","US"
"424330","Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers","US"
"42434","Footwear Merchant Wholesalers","US"
"424340","Footwear Merchant Wholesalers","US"
"4244","Grocery and Related Product Wholesalers","US"
"42441","General Line Grocery Merchant Wholesalers","US"
"424410","General Line Grocery Merchant Wholesalers","US"
"42442","Packaged Frozen Food Merchant Wholesalers","US"
"424420","Packaged Frozen Food Merchant Wholesalers","US"
"42443","Dairy Product (except Dried or Canned) Merchant Wholesalers","US"
"424430","Dairy Product (except Dried or Canned) Merchant Wholesalers","US"
"42444","Poultry and Poultry Product Merchant Wholesalers","US"
"424440","Poultry and Poultry Product Merchant Wholesalers","US"
"42445","Confectionery Merchant Wholesalers","US"
"424450","Confectionery Merchant Wholesalers","US"
"42446","Fish and Seafood Merchant Wholesalers","US"
"424460","Fish and Seafood Merchant Wholesalers","US"
"42447","Meat and Meat Product Merchant Wholesalers","US"
"424470","Meat and Meat Product Merchant Wholesalers","US"
"42448","Fresh Fruit and Vegetable Merchant Wholesalers","US"
"424480","Fresh Fruit and Vegetable Merchant Wholesalers","US"
"42449","Other Grocery and Related Products Merchant Wholesalers","US"
"424490","Other Grocery and Related Products Merchant Wholesalers","US"
"4245","Farm Product Raw Material Merchant Wholesalers","US"
"42451","Grain and Field Bean Merchant Wholesalers","US"
"424510","Grain and Field Bean Merchant Wholesalers","US"
"42452","Livestock Merchant Wholesalers","US"
"424520","Livestock Merchant Wholesalers","US"
"42459","Other Farm Product Raw Material Merchant Wholesalers","US"
"424590","Other Farm Product Raw Material Merchant Wholesalers","US"
"4246","Chemical and Allied Products Merchant Wholesalers","US"
"42461","Plastics Materials and Basic Forms and Shapes Merchant Wholesalers","US"
"424610","Plastics Materials and Basic Forms and Shapes Merchant Wholesalers","US"
"42469","Other Chemical and Allied Products Merchant Wholesalers","US"
"424690","Other Chemical and Allied Products Merchant Wholesalers","US"
"4247","Petroleum and Petroleum Products Merchant Wholesalers","US"
"42471","Petroleum Bulk Stations and Terminals","US"
"424710","Petroleum Bulk Stations and Terminals","US"
"42472","Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals)","US"
"424720","Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals)","US"
"4248","Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers","US"
"42481","Beer and Ale Merchant Wholesalers","US"
"424810","Beer and Ale Merchant Wholesalers","US"
"42482","Wine and Distilled Alcoholic Beverage Merchant Wholesalers","US"
"424820","Wine and Distilled Alcoholic Beverage Merchant Wholesalers","US"
"4249","Miscellaneous Nondurable Goods Merchant Wholesalers","US"
"42491","Farm Supplies Merchant Wholesalers","US"
"424910","Farm Supplies Merchant Wholesalers","US"
"42492","Book, Periodical, and Newspaper Merchant Wholesalers","US"
"424920","Book, Periodical, and Newspaper Merchant Wholesalers","US"
"42493","Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers","US"
"424930","Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers","US"
"42494","Tobacco and Tobacco Product Merchant Wholesalers","US"
"424940","Tobacco and Tobacco Product Merchant Wholesalers","US"
"42495","Paint, Varnish, and Supplies Merchant Wholesalers","US"
"424950","Paint, Varnish, and Supplies Merchant Wholesalers","US"
"42499","Other Miscellaneous Nondurable Goods Merchant Wholesalers","US"
"424990","Other Miscellaneous Nondurable Goods Merchant Wholesalers","US"
"425","Wholesale Electronic Markets and Agents and Brokers","US"
"4251","Wholesale Electronic Markets and Agents and Brokers","US"
"42511","Business to Business Electronic Markets","US"
"425110","Business to Business Electronic Markets","US"
"42512","Wholesale Trade Agents and Brokers","US"
"425120","Wholesale Trade Agents and Brokers","US"
"44-45","Retail Trade","all"
"441","Motor Vehicle and Parts Dealers","all"
"4411","Automobile Dealers","all"
"44111","New Car Dealers","all"
"441110","New Car Dealers","all"
"44112","Used Car Dealers","all"
"441120","Used Car Dealers","all"
"4412","Other Motor Vehicle Dealers","all"
"44121","Recreational Vehicle Dealers","all"
"441210","Recreational Vehicle Dealers","all"
"44122","Motorcycle, Boat and Other Motor Vehicle Dealers","all"
"441220","Motorcycle, Boat and Other Motor Vehicle Dealers","CAN"
"441221","Motorcycle Dealers","US"
"441222","Boat Dealers","US"
"441229","All Other Motor Vehicle Dealers","US"
"4413","Automotive Parts, Accessories and Tire Stores","all"
"44131","Automotive Parts and Accessories Stores","all"
"441310","Automotive Parts and Accessories Stores","all"
"44132","Tire Dealers","all"
"441320","Tire Dealers","all"
"442","Furniture and Home Furnishings Stores","all"
"4421","Furniture Stores","all"
"44211","Furniture Stores","all"
"442110","Furniture Stores","all"
"4422","Home Furnishings Stores","all"
"44221","Floor Covering Stores","all"
"442210","Floor Covering Stores","all"
"44229","Other Home Furnishings Stores","all"
"442291","Window Treatment Stores","all"
"442292","Print and Picture Frame Stores","CAN"
"442298","All Other Home Furnishings Stores","CAN"
"442299","All Other Home Furnishings Stores","US"
"443","Electronics and Appliance Stores","all"
"4431","Electronics and Appliance Stores","all"
"44311","Appliance, Television and Other Electronics Stores","all"
"443110","Appliance, Television and Other Electronics Stores","CAN"
"443111","Household Appliance Stores","US"
"443112","Radio, Television, and Other Electronics Stores","US"
"44312","Computer and Software Stores","all"
"443120","Computer and Software Stores","all"
"44313","Camera and Photographic Supplies Stores","all"
"443130","Camera and Photographic Supplies Stores","all"
"444","Building Material and Garden Equipment and Supplies Dealers","all"
"4441","Building Material and Supplies Dealers","all"
"44411","Home Centres","all"
"444110","Home Centres","all"
"44412","Paint and Wallpaper Stores","all"
"444120","Paint and Wallpaper Stores","all"
"44413","Hardware Stores","all"
"444130","Hardware Stores","all"
"44419","Other Building Material Dealers","all"
"444190","Other Building Material Dealers","all"
"4442","Lawn and Garden Equipment and Supplies Stores","all"
